ctrl_sura112_m0	CCDS54282.1|Hs110|chr19	47.368	19	10	0	31	87	220	276	1.7	27.6
ctrl_sura112_m0	CCDS48046.1|Hs110|chr9	57.895	19	8	0	4	60	36	92	1.7	27.6
ctrl_sura112_m0	CCDS12672.1|Hs110|chr19	47.368	19	10	0	31	87	220	276	1.7	27.6
ctrl_sura112_m0	CCDS6944.1|Hs110|chr9	57.895	19	8	0	4	60	36	92	1.7	27.6
ctrl_sura112_m0	CCDS86641.1|Hs110|chr17	40.541	37	22	0	1	111	21	131	2.3	27.2
ctrl_sura112_m1	CCDS31013.1|Hs110|chr1	64.706	17	6	0	136	86	879	929	0.42	29.5
ctrl_sura112_m1	CCDS55217.1|Hs110|chr8	50.000	16	8	0	86	133	3450	3497	0.57	29.0
ctrl_sura112_m1	CCDS93182.1|Hs110|chr22	72.727	11	3	0	77	109	992	1024	1.1	28.1
ctrl_sura112_m1	CCDS93181.1|Hs110|chr22	72.727	11	3	0	77	109	992	1024	1.1	28.1
ctrl_sura112_m1	CCDS91287.1|Hs110|chr10	52.941	17	8	0	89	139	269	319	1.5	27.6
ctrl_sura112_m2	CCDS8156.1|Hs110|chr11	43.478	23	13	0	60	128	1051	983	0.028	26.7
ctrl_sura112_m2	CCDS8156.1|Hs110|chr11	66.667	9	3	0	12	38	1711	1685	0.028	22.1
ctrl_sura112_m2	CCDS43410.1|Hs110|chr5	36.842	38	24	0	15	128	510	623	0.033	33.1
ctrl_sura112_m2	CCDS43410.1|Hs110|chr5	50.000	26	13	0	133	56	628	551	1.5	27.6
ctrl_sura112_m2	CCDS4454.1|Hs110|chr5	36.842	38	24	0	15	128	510	623	0.033	33.1
ctrl_sura112_m2	CCDS4454.1|Hs110|chr5	50.000	26	13	0	133	56	628	551	1.5	27.6
ctrl_sura112_m2	CCDS6389.1|Hs110|chr8	46.667	15	8	0	93	137	174	130	0.044	24.0
ctrl_sura112_m2	CCDS6389.1|Hs110|chr8	100.000	5	0	0	12	26	304	290	0.044	21.7
ctrl_sura112_m2	CCDS77305.1|Hs110|chr19	42.857	28	16	0	18	101	1188	1271	0.12	31.3
ctrl_sura112_m4	CCDS60828.1|Hs110|chr11	45.000	20	11	0	2	61	272	331	1.1	28.1
ctrl_sura112_m4	CCDS60827.1|Hs110|chr11	45.000	20	11	0	2	61	485	544	1.1	28.1
ctrl_sura112_m4	CCDS8058.1|Hs110|chr11	45.000	20	11	0	2	61	344	403	1.1	28.1
ctrl_sura112_m4	CCDS92423.1|Hs110|chr17	73.333	15	4	0	87	131	152	108	1.5	27.6
ctrl_sura112_m4	CCDS92421.1|Hs110|chr17	73.333	15	4	0	87	131	152	108	1.5	27.6
ctrl_sura112_m5	CCDS54497.2|Hs110|chr22	57.143	14	6	0	69	110	3751	3710	0.16	30.9
ctrl_sura112_m5	CCDS46662.2|Hs110|chr22	57.143	14	6	0	69	110	3751	3710	0.16	30.9
ctrl_sura112_m5	CCDS10488.1|Hs110|chr16	46.667	15	8	0	72	116	521	565	0.22	30.4
ctrl_sura112_m5	CCDS3935.1|Hs110|chr5	41.667	24	14	0	69	140	2712	2641	0.30	29.9
ctrl_sura112_m5	CCDS133.1|Hs110|chr1	50.000	16	8	0	72	119	760	713	0.42	29.5
ctrl_sura112_m6	CCDS32416.1|Hs110|chr16	48.571	35	18	0	106	2	930	1034	0.001	38.2
ctrl_sura112_m6	CCDS54134.1|Hs110|chr17	56.000	25	11	0	139	65	130	56	0.002	37.3
ctrl_sura112_m6	CCDS82137.1|Hs110|chr17	56.522	23	10	0	139	71	70	2	0.005	35.9
ctrl_sura112_m6	CCDS11479.1|Hs110|chr17	56.522	23	10	0	139	71	70	2	0.005	35.9
ctrl_sura112_m6	CCDS54357.1|Hs110|chr2	44.828	29	16	0	139	53	103	189	0.017	34.1
ctrl_sura112_m6	CCDS54357.1|Hs110|chr2	29.730	37	26	0	139	29	118	228	7.2	25.4
ctrl_sura112_m7	CCDS81617.1|Hs110|chr11	90.909	11	1	0	83	115	2001	1969	2.8	26.7
ctrl_sura112_m7	CCDS81617.1|Hs110|chr11	90.909	11	1	0	114	82	1970	2002	3.1	26.7
ctrl_sura112_m7	CCDS8299.1|Hs110|chr11	90.909	11	1	0	83	115	2004	1972	2.8	26.7
ctrl_sura112_m7	CCDS8299.1|Hs110|chr11	90.909	11	1	0	114	82	1973	2005	3.1	26.7
ctrl_sura112_m7	CCDS8298.1|Hs110|chr11	90.909	11	1	0	83	115	1920	1888	2.8	26.7
ctrl_sura112_m7	CCDS8298.1|Hs110|chr11	90.909	11	1	0	114	82	1889	1921	3.1	26.7
ctrl_sura112_m7	CCDS86637.1|Hs110|chr17	57.895	19	8	0	83	139	525	581	3.8	26.3
ctrl_sura112_m7	CCDS13410.1|Hs110|chr20	50.000	20	10	0	138	79	3293	3352	5.9	25.8
ctrl_sura112_m8	CCDS47991.1|Hs110|chr9	44.444	18	10	0	69	122	1938	1991	0.022	26.3
ctrl_sura112_m8	CCDS47991.1|Hs110|chr9	75.000	8	2	0	60	83	863	886	0.022	23.1
ctrl_sura112_m8	CCDS82415.1|Hs110|chr19	40.909	22	13	0	60	125	20	85	0.062	32.2
ctrl_sura112_m8	CCDS12983.1|Hs110|chr19	40.909	22	13	0	60	125	20	85	0.062	32.2
ctrl_sura112_m8	CCDS83331.1|Hs110|chr8	54.167	24	11	0	57	128	2639	2568	0.085	31.8
ctrl_sura112_m8	CCDS83331.1|Hs110|chr8	50.000	16	8	0	66	113	2645	2692	2.8	26.7
