real_sura112_m0	CCDS77385.1|Hs110|chr2	46.154	26	14	0	60	137	3570	3493	1.1	28.1
real_sura112_m0	CCDS47238.1|Hs110|chr5	40.000	30	18	0	51	140	7580	7669	1.5	27.6
real_sura112_m0	CCDS2876.1|Hs110|chr3	47.368	19	10	0	42	98	128	184	2.0	27.2
real_sura112_m0	CCDS53341.1|Hs110|chr1	42.308	26	15	0	33	110	612	535	3.8	26.3
real_sura112_m0	CCDS53340.1|Hs110|chr1	42.308	26	15	0	33	110	918	841	3.8	26.3
real_sura112_m1	CCDS72715.1|Hs110|chr1	62.500	16	6	0	17	64	1921	1968	0.57	29.0
real_sura112_m1	CCDS91397.1|Hs110|chr11	43.333	30	17	0	32	121	1887	1798	1.5	27.6
real_sura112_m1	CCDS7707.1|Hs110|chr11	43.333	30	17	0	32	121	1905	1816	1.5	27.6
real_sura112_m1	CCDS93032.1|Hs110|chr20	37.500	24	15	0	14	85	806	735	2.0	27.2
real_sura112_m1	CCDS13259.1|Hs110|chr20	37.500	24	15	0	14	85	1037	966	2.0	27.2
real_sura112_m2	CCDS86824.1|Hs110|chr2	46.875	32	17	0	12	107	642	737	0.017	34.1
real_sura112_m2	CCDS66920.1|Hs110|chr16	33.333	24	16	0	15	86	709	780	0.19	22.6
real_sura112_m2	CCDS66920.1|Hs110|chr16	35.000	20	13	0	66	125	909	968	0.19	22.6
real_sura112_m2	CCDS75904.1|Hs110|chr9	37.500	24	15	0	9	80	604	675	0.22	30.4
real_sura112_m2	CCDS74355.1|Hs110|chr19	45.455	22	12	0	15	80	1591	1656	0.22	30.4
real_sura112_m2	CCDS69664.1|Hs110|chr9	37.500	24	15	0	9	80	934	1005	0.22	30.4
real_sura112_m3	CCDS58797.1|Hs110|chr22	41.667	36	21	0	3	110	2613	2720	1.5	27.6
real_sura112_m3	CCDS33619.1|Hs110|chr22	41.667	36	21	0	3	110	2613	2720	1.5	27.6
real_sura112_m3	CCDS93294.1|Hs110|chr3	50.000	16	8	0	3	50	5512	5559	2.0	27.2
real_sura112_m3	CCDS45678.1|Hs110|chr17	37.500	24	15	0	125	54	930	859	2.8	26.7
real_sura112_m3	CCDS45677.1|Hs110|chr17	37.500	24	15	0	125	54	1098	1027	2.8	26.7
real_sura112_m5	CCDS31543.1|Hs110|chr11	52.941	17	8	0	52	2	678	628	0.86	28.4
real_sura112_m7	CCDS679.1|Hs110|chr1	40.909	22	13	0	44	109	1602	1537	0.027	25.8
real_sura112_m7	CCDS679.1|Hs110|chr1	46.667	15	8	0	8	52	1875	1831	0.027	23.9
real_sura112_m7	CCDS678.1|Hs110|chr1	40.909	22	13	0	44	109	1695	1630	0.027	25.8
real_sura112_m7	CCDS678.1|Hs110|chr1	46.667	15	8	0	8	52	1968	1924	0.027	23.9
real_sura112_m7	CCDS2026.1|Hs110|chr2	58.824	17	7	0	113	63	836	886	0.062	32.2
real_sura112_m7	CCDS2025.1|Hs110|chr2	58.824	17	7	0	113	63	836	886	0.062	32.2
real_sura112_m7	CCDS4860.1|Hs110|chr6	44.000	25	14	0	65	139	781	855	0.10	31.7
real_sura112_m7	CCDS4860.1|Hs110|chr6	40.000	25	15	0	140	66	689	615	10.0	24.9
real_sura112_m8	CCDS5559.1|Hs110|chr7	63.158	19	7	0	61	5	548	604	0.096	31.8
real_sura112_m8	CCDS45900.1|Hs110|chr19	100.000	5	0	0	133	119	979	965	0.93	21.7
real_sura112_m8	CCDS45900.1|Hs110|chr19	56.250	16	7	0	52	5	238	191	0.93	21.7
real_sura112_m8	CCDS11188.1|Hs110|chr17	100.000	7	0	0	136	116	2713	2693	2.3	27.2
real_sura112_m8	CCDS14619.1|Hs110|chrX	36.000	25	16	0	54	128	991	917	2.8	26.7
real_sura112_m8	CCDS14618.1|Hs110|chrX	36.000	25	16	0	54	128	1003	929	2.8	26.7
real_sura112_m9	CCDS1271.1|Hs110|chr1	61.538	13	5	0	15	53	244	206	2.0	27.2
real_sura112_m9	CCDS45464.1|Hs110|chr16	72.727	11	3	0	9	41	499	467	7.2	25.4
real_sura112_m9	CCDS10694.1|Hs110|chr16	72.727	11	3	0	9	41	502	470	7.2	25.4
real_sura112_m9	CCDS1296.2|Hs110|chr1	50.000	12	6	0	15	50	2829	2794	8.1	21.7
